questionText,cleaned_question,emotion_label
"After he got home from the hospital he was angry, then for a time wonderful.  Now he is depressed and hopeless again.",got home hospital angry time wonderful depressed hopeless,sadness
"How do therapists classify the type of personality their clients have?  What characteristics do they look at to decide what type of personality the client has? I've read about this online, but I'd like to understand this from a therapist's point of view.",therapist classify type personality client characteristic look decide type personality client ive read online id like understand therapist point view,optimism
What do you do when a therapist and a parent drugs a child and makes up lies in order to stop the other parent's custody visitation?,therapist parent drug child make lie order stop parent custody visitation,joy
"I was the one who ended it, and I'm so glad I did. It was the best decision I made in my life. But how do I stop the nightmares and flashbacks? It is creating a wall in my current relationship.",one ended im glad best decision made life stop nightmare flashback creating wall current relationship,sadness
"How do therapists classify the type of personality their clients have?  What characteristics do they look at to decide what type of personality the client has? I've read about this online, but I'd like to understand this from a therapist's point of view.",therapist classify type personality client characteristic look decide type personality client ive read online id like understand therapist point view,optimism
,nan,optimism
"This is my recovery, and I don't feel that it is okay for them to ask this. They told me it is policy due to the fact that I may run into a peer there. I am a peer counselor in the small community that I grew up in. I am in recovery myself. I was asked to come work for this organization after I was two years sober (I was in treatment in this organization). I work with mental health peers and run life skill groups. I don't work with substance peers.",recovery dont feel okay ask told policy due fact may run peer peer counselor small community grew recovery asked come work organization two year sober treatment organization work mental health peer run life skill group dont work substance peer,sadness
They discontinued treatment for no apparent reason after they thought to diagnose me with schizophrenia.,discontinued treatment apparent reason thought diagnose schizophrenia,sadness
"My boyfriend  and I have a toxic relationship due to his emotional and verbal abuse but he makes me feel like I could never find someone better, and that I can't be happy without him.

How do I get away from this relationship?",boyfriend toxic relationship due emotional verbal abuse make feel like could never find someone better cant happy without get away relationship,joy
"I empathize so much, even with characters on tv or in video games, that I actually feel physical pain. This has made life difficult to say the least.

I believe I have an actually case of something called hyper empathy disorder. But since it's such a new disorder I can't find any information about it. Could this be what is going on with me?",empathize much even character tv video game actually feel physical pain made life difficult say least believe actually case something called hyper empathy disorder since new disorder cant find information could going,sadness
,nan,optimism
"After he got home from the hospital he was angry, then for a time wonderful.  Now he is depressed and hopeless again.",got home hospital angry time wonderful depressed hopeless,sadness
"I am an international student, and it is my first semester in graduate school in the United States. I faced a cultural shock, and I was so depressed when I arrived here. My counselor in the university was my savior. He helped me a great deal. Now I am going back to my country for a vacation. I was thinking to get him something special with my country's name on it, and I remembered that he likes wine. My country is known for that. Is it appropriate to give him wine as a gift after Christmas?",international student first semester graduate school united state faced cultural shock depressed arrived counselor university savior helped great deal going back country vacation thinking get something special country name remembered like wine country known appropriate give wine gift christmas,optimism
I need to get on base to see my doctor. My ID card was in my wallet which was stolen. I’m unable to reach my husband at this time. He is only one who can take me on base in order to get a new ID so I can continue to see doctor. Is there anything I can do?,need get base see doctor id card wallet stolen im unable reach husband time one take base order get new id continue see doctor anything,sadness
"I start counseling/therapy in a few days (I'm freaking out) but my main fear is that I'll cry and embarrass myself, is it something to worry about?",start counselingtherapy day im freaking main fear ill cry embarrass something worry,sadness
"I start counseling/therapy in a few days (I'm freaking out) but my main fear is that I'll cry and embarrass myself, is it something to worry about?",start counselingtherapy day im freaking main fear ill cry embarrass something worry,sadness
"I start counseling/therapy in a few days (I'm freaking out) but my main fear is that I'll cry and embarrass myself, is it something to worry about?",start counselingtherapy day im freaking main fear ill cry embarrass something worry,sadness
"I start counseling/therapy in a few days (I'm freaking out) but my main fear is that I'll cry and embarrass myself, is it something to worry about?",start counselingtherapy day im freaking main fear ill cry embarrass something worry,sadness
"I just took a job that requires me to travel far away from home. My family and I really need this job.

People keep telling me I have ""anxiety"" and I'm terrified of having an anxiety attack on the road. This is all new to me. What can I do?",took job requires travel far away home family really need job people keep telling anxiety im terrified anxiety attack road new,sadness
,nan,optimism
"My dad is always, and I mean always, cussing and screaming at me for no reason at all. He makes me feel stupid. He also compares me to my other siblings in a negative way and demeans me. Is this abuse?",dad always mean always cussing screaming reason make feel stupid also compare sibling negative way demeans abuse,joy
"After he got home from the hospital he was angry, then for a time wonderful.  Now he is depressed and hopeless again.",got home hospital angry time wonderful depressed hopeless,sadness
"My dad is always, and I mean always, cussing and screaming at me for no reason at all. He makes me feel stupid. He also compares me to my other siblings in a negative way and demeans me. Is this abuse?",dad always mean always cussing screaming reason make feel stupid also compare sibling negative way demeans abuse,joy
"I'm a female in my mid 20s.  Lately I tend to over drink and I've become a very angry drunk. 

In the past, I have even cheated on my boyfriend while I was under the influence of alcohol. 

But now, even if I don't do anything wrong and don't embarrass myself, I still feel really guilty after a night of drinking. I don't understand why I'm feeling this way. Does this mean I have a problem?",im female mid lately tend drink ive become angry drunk past even cheated boyfriend influence alcohol even dont anything wrong dont embarrass still feel really guilty night drinking dont understand im feeling way mean problem,sadness
"After he got home from the hospital he was angry, then for a time wonderful.  Now he is depressed and hopeless again.",got home hospital angry time wonderful depressed hopeless,sadness
"On the first day of school I wore a bra that was too big so that it would look like I had bigger boobs.  I did that the whole school year and my parents never found out. But now I can never hang out with my friends at my house or invite them over because it would be around my parents and my friends would see there is nothing there on my chest. 

How do I fix this?",first day school wore bra big would look like bigger boob whole school year parent never found never hang friend house invite would around parent friend would see nothing chest fix,sadness
"I've been suppressing it for quite some time, but there are days when I can't make eye contact with her. I think she knows, and we both admitted there was some type of vibe, but the overall discussion was vague. I think she could possibly be dating someone that works with us. It's driving me crazy. As an act of expression, I have purchased a gift for her that's personalized. I haven't given it to her yet.",ive suppressing quite time day cant make eye contact think know admitted type vibe overall discussion vague think could possibly dating someone work u driving crazy act expression purchased gift thats personalized havent given yet,sadness
"My dad is always, and I mean always, cussing and screaming at me for no reason at all. He makes me feel stupid. He also compares me to my other siblings in a negative way and demeans me. Is this abuse?",dad always mean always cussing screaming reason make feel stupid also compare sibling negative way demeans abuse,joy
"I was with my friends fishing by a pond. I found a frog and stabbed it with my friend's knife. I'm not sure why I did it. My friends saw me do it it and were shocked and got really mad at me.

Now if someone brings it up I get really upset and panicked. I don't know why I feel like this. Does this mean there is something wrong with me?",friend fishing pond found frog stabbed friend knife im sure friend saw shocked got really mad someone brings get really upset panicked dont know feel like mean something wrong,sadness
,nan,optimism
"I'm depressed often, and my mind goes a million miles a minute. Every once in a while, things are okay for a few days. After a bit, I start noticing that I am picking at my skin profusely. After roughly a week, the anxiety is back and still picking. Sometimes I find myself causing fights to have change.",im depressed often mind go million mile minute every thing okay day bit start noticing picking skin profusely roughly week anxiety back still picking sometimes find causing fight change,sadness
"My boyfriend won't touch me intimately, he won't kiss me while we are having sex and he won't have oral sex with me. I know he has done this things with other women in the past. I don't know why he won't do them with me. What should I do?",boyfriend wont touch intimately wont kiss sex wont oral sex know done thing woman past dont know wont,joy
"He wants to wear makeup and heels. He even tucks his penis away to resemble a vagina. He wants me to wear a strap on and have anal sex with him. I have tried this for him, but I don’t like it and have told him so. He keeps making comments about it and says he can't live without it.",want wear makeup heel even tuck penis away resemble vagina want wear strap anal sex tried dont like told keep making comment say cant live without,joy
"I was having a sexual relationship with a coworker. He decided he was going to get a hotel room for the weekend. Before I got paid, I told him I would have $25.00, which I thought I would. But when I saw my paycheck, I could not pay the $25.00. He says I lied to him about it. He wants me to reimburse him $25.00 for the hotel room he decided to get. He stayed at the hotel, and I left. I don't think it's right that he want me to reimburse him $25.00 for a hotel room he wanted to get in the first place. He is out of town right now and texted me yesterday telling me I am a liar and that I should never said I was going to have $25.00 when I knew I wasn't. I told him I had to pay rent and my rent was late. He texted me saying I need to get two or three jobs.",sexual relationship coworker decided going get hotel room weekend got paid told would thought would saw paycheck could pay say lied want reimburse hotel room decided get stayed hotel left dont think right want reimburse hotel room wanted get first place town right texted yesterday telling liar never said going knew wasnt told pay rent rent late texted saying need get two three job,sadness
"Over a year ago I had a female friend. She turned out to be kind of crazy so I decided to stop talking to her.  When she would call me I wouldn't answer the phone. This made my girlfriend really suspicious. She would ask me why I wouldn't ever answer that phone number. I told my girlfriend that I don't want to be friends with that other woman, but I don't think she believes me. How can I get my girlfriend to understand?",year ago female friend turned kind crazy decided stop talking would call wouldnt answer phone made girlfriend really suspicious would ask wouldnt ever answer phone number told girlfriend dont want friend woman dont think belief get girlfriend understand,joy
"My dad is always, and I mean always, cussing and screaming at me for no reason at all. He makes me feel stupid. He also compares me to my other siblings in a negative way and demeans me. Is this abuse?",dad always mean always cussing screaming reason make feel stupid also compare sibling negative way demeans abuse,joy
"My roommate has had a drinking problem for a while. She goes out, gets trashed, and then expects everyone to take care of her. The next morning, she apologizes constantly until she feels validated. She also thinks everyone hates her all the time. If I don't seem anything other than happy, she asks me ""Do you hate me? You hate me. Tell me you love me,"" and I feel like I have to pity her because she has also been suicidal before.",roommate drinking problem go get trashed expects everyone take care next morning apologizes constantly feel validated also think everyone hate time dont seem anything happy asks hate hate tell love feel like pity also suicidal,sadness
"My dad is always, and I mean always, cussing and screaming at me for no reason at all. He makes me feel stupid. He also compares me to my other siblings in a negative way and demeans me. Is this abuse?",dad always mean always cussing screaming reason make feel stupid also compare sibling negative way demeans abuse,joy
"I have been married for 11 years. Within the past 2 years we have drifted far apart. We coexist together but there is very little personal interest in each other. I often feel that my husband has ""friends"" at work that he is more emotional invested in than me. I feel very alone and just uncared for.  Is there anything I can do to feel reconnected?",married year within past year drifted far apart coexist together little personal interest often feel husband friend work emotional invested feel alone uncared anything feel reconnected,sadness
,nan,optimism
"After he got home from the hospital he was angry, then for a time wonderful.  Now he is depressed and hopeless again.",got home hospital angry time wonderful depressed hopeless,sadness
"Over a year ago I had a female friend. She turned out to be kind of crazy so I decided to stop talking to her.  When she would call me I wouldn't answer the phone. This made my girlfriend really suspicious. She would ask me why I wouldn't ever answer that phone number. I told my girlfriend that I don't want to be friends with that other woman, but I don't think she believes me. How can I get my girlfriend to understand?",year ago female friend turned kind crazy decided stop talking would call wouldnt answer phone made girlfriend really suspicious would ask wouldnt ever answer phone number told girlfriend dont want friend woman dont think belief get girlfriend understand,joy
"I just took a job that requires me to travel far away from home. My family and I really need this job.

People keep telling me I have ""anxiety"" and I'm terrified of having an anxiety attack on the road. This is all new to me. What can I do?",took job requires travel far away home family really need job people keep telling anxiety im terrified anxiety attack road new,sadness
"I have been married for 11 years. Within the past 2 years we have drifted far apart. We coexist together but there is very little personal interest in each other. I often feel that my husband has ""friends"" at work that he is more emotional invested in than me. I feel very alone and just uncared for.  Is there anything I can do to feel reconnected?",married year within past year drifted far apart coexist together little personal interest often feel husband friend work emotional invested feel alone uncared anything feel reconnected,sadness
"I just took a job that requires me to travel far away from home. My family and I really need this job.

People keep telling me I have ""anxiety"" and I'm terrified of having an anxiety attack on the road. This is all new to me. What can I do?",took job requires travel far away home family really need job people keep telling anxiety im terrified anxiety attack road new,sadness
"I'm a female in my mid 20s.  Lately I tend to over drink and I've become a very angry drunk. 

In the past, I have even cheated on my boyfriend while I was under the influence of alcohol. 

But now, even if I don't do anything wrong and don't embarrass myself, I still feel really guilty after a night of drinking. I don't understand why I'm feeling this way. Does this mean I have a problem?",im female mid lately tend drink ive become angry drunk past even cheated boyfriend influence alcohol even dont anything wrong dont embarrass still feel really guilty night drinking dont understand im feeling way mean problem,sadness
"I've been with my partner for 4 years. She's given me no reason not to trust her. But lately I've been overreacting a lot when she's just doing normal things. I think it's triggering my bad past relationships.

How can I get rid of these insecurities and be more trusting with her?",ive partner year shes given reason trust lately ive overreacting lot shes normal thing think triggering bad past relationship get rid insecurity trusting,sadness
"My husband and I have been married for seven years, and in that time, we have only had sex four or five times. Others have told me that most men would have left me by now. Honestly, I think I have a low sex drive or neither one of us actually knows what we are doing. I want to be better connected with my husband.",husband married seven year time sex four five time others told men would left honestly think low sex drive neither one u actually know want better connected husband,sadness
"I have been married for 11 years. Within the past 2 years we have drifted far apart. We coexist together but there is very little personal interest in each other. I often feel that my husband has ""friends"" at work that he is more emotional invested in than me. I feel very alone and just uncared for.  Is there anything I can do to feel reconnected?",married year within past year drifted far apart coexist together little personal interest often feel husband friend work emotional invested feel alone uncared anything feel reconnected,sadness
"I empathize so much, even with characters on tv or in video games, that I actually feel physical pain. This has made life difficult to say the least.

I believe I have an actually case of something called hyper empathy disorder. But since it's such a new disorder I can't find any information about it. Could this be what is going on with me?",empathize much even character tv video game actually feel physical pain made life difficult say least believe actually case something called hyper empathy disorder since new disorder cant find information could going,sadness
I am becoming a Water Safety Instructor but I didn't have enough for a proper swimsuit. I was told by a boy in class that my top was displaying everything. I was very embarrassed.,becoming water safety instructor didnt enough proper swimsuit told boy class top displaying everything embarrassed,sadness
"I'm a teenager and I get these really intense mood swings. 

My mood will be really high and I'll think of something that I want to do. When I start to make it happen I get irritated by other people if they intervene. Then if the thing I wanted to do doesn't work out, I have these tendencies to blame other people for it not working out. 

Can you explain what's going on?",im teenager get really intense mood swing mood really high ill think something want start make happen get irritated people intervene thing wanted doesnt work tendency blame people working explain whats going,sadness
"I have anxieties about everyday stressors, i.e. finances, work, relationships, kids, and maintaining a household.",anxiety everyday stressor ie finance work relationship kid maintaining household,sadness
"It's the way my mom said I was worth nothing, stupid, no point of being in school. I'm ""lazy little fat.""",way mom said worth nothing stupid point school im lazy little fat,sadness
"I empathize so much, even with characters on tv or in video games, that I actually feel physical pain. This has made life difficult to say the least.

I believe I have an actually case of something called hyper empathy disorder. But since it's such a new disorder I can't find any information about it. Could this be what is going on with me?",empathize much even character tv video game actually feel physical pain made life difficult say least believe actually case something called hyper empathy disorder since new disorder cant find information could going,sadness
"I've been with my partner for 4 years. She's given me no reason not to trust her. But lately I've been overreacting a lot when she's just doing normal things. I think it's triggering my bad past relationships.

How can I get rid of these insecurities and be more trusting with her?",ive partner year shes given reason trust lately ive overreacting lot shes normal thing think triggering bad past relationship get rid insecurity trusting,sadness
"I have anxieties about everyday stressors, i.e. finances, work, relationships, kids, and maintaining a household.",anxiety everyday stressor ie finance work relationship kid maintaining household,sadness
"I have a mother who is still running my life even though I'm almost 30 years old. I want to move out and live my own life, but it feels like as long as I do what my mom wants our relationship is okay. It's never okay if I don't do what she wants. 

I don't know how to start making my own decisions and not worry about  whether it's right in her eyes.  Would it help for me to talk to someone about this?",mother still running life even though im almost year old want move live life feel like long mom want relationship okay never okay dont want dont know start making decision worry whether right eye would help talk someone,sadness
"I have a mother who is still running my life even though I'm almost 30 years old. I want to move out and live my own life, but it feels like as long as I do what my mom wants our relationship is okay. It's never okay if I don't do what she wants. 

I don't know how to start making my own decisions and not worry about  whether it's right in her eyes.  Would it help for me to talk to someone about this?",mother still running life even though im almost year old want move live life feel like long mom want relationship okay never okay dont want dont know start making decision worry whether right eye would help talk someone,sadness
"On the first day of school I wore a bra that was too big so that it would look like I had bigger boobs.  I did that the whole school year and my parents never found out. But now I can never hang out with my friends at my house or invite them over because it would be around my parents and my friends would see there is nothing there on my chest. 

How do I fix this?",first day school wore bra big would look like bigger boob whole school year parent never found never hang friend house invite would around parent friend would see nothing chest fix,sadness
"I know I'm ruining my life with a lot of the decisions I make.  I consistently tell myself I need to make some serious changes in my life, but I just can't seem to even though I really want to. Why can't I force myself to change?",know im ruining life lot decision make consistently tell need make serious change life cant seem even though really want cant force change,sadness
"I have anxieties about everyday stressors, i.e. finances, work, relationships, kids, and maintaining a household.",anxiety everyday stressor ie finance work relationship kid maintaining household,sadness
"I’m trying to make marriage work after a split. Before our split, he lied a lot and broke every promise to me. I don't think he cheated. Last month, I asked what women work with him, so he told me. Yesterday, I found out about a girl that he said he forgot about. Should I be upset?",im trying make marriage work split split lied lot broke every promise dont think cheated last month asked woman work told yesterday found girl said forgot upset,sadness
"After he got home from the hospital he was angry, then for a time wonderful.  Now he is depressed and hopeless again.",got home hospital angry time wonderful depressed hopeless,sadness
"My girlfriend was abused as a child. Now, if I hug or touch her in any kind of way she says she feels as if she is being abused as a child. What might be going on?",girlfriend abused child hug touch kind way say feel abused child might going,sadness
"I never feel like myself. I can’t even think straight anymore. I start stuttering and I can’t remember anything. I always get nervous and usually talk myself down but recently end up fighting with, what feels like, someone else. I don’t know why I feel this way, but I hate it.",never feel like cant even think straight anymore start stuttering cant remember anything always get nervous usually talk recently end fighting feel like someone else dont know feel way hate,sadness
"I no longer carry expressions on my face, and my emotions are decreasing the more I have fights with my fiancée.",longer carry expression face emotion decreasing fight fiance,joy
"My fiancée is always letting me know how I am a horrible/evil person, or I just don’t care enough when it’s about her feeling or when she is having an off day.",fiance always letting know horribleevil person dont care enough feeling day,joy
What should I do when we see each other?,see,optimism
"I don't feel like myself anymore. For example, I could walk up an entire flight of stairs before realizing that my legs are moving. I feel like I’m watching my life be lived by someone else.",dont feel like anymore example could walk entire flight stair realizing leg moving feel like im watching life lived someone else,sadness
"She's a teenager, and for the last two years, she's lived with her older brother. She's angry because she wants to come live with me, but my current living situation is not the best for her. She refuses to see any reason. She's being disrespectful. Her sexual curiosity is waking up.",shes teenager last two year shes lived older brother shes angry want come live current living situation best refuse see reason shes disrespectful sexual curiosity waking,joy
I am becoming a Water Safety Instructor but I didn't have enough for a proper swimsuit. I was told by a boy in class that my top was displaying everything. I was very embarrassed.,becoming water safety instructor didnt enough proper swimsuit told boy class top displaying everything embarrassed,sadness
"Whether it's to a guy or girl, I always feel insecure talking, and I am afraid of embarrassing myself and not being good enough. Even when I am walking, I worry about my appearance and facial expression and such.",whether guy girl always feel insecure talking afraid embarrassing good enough even walking worry appearance facial expression,sadness
"I was kidnapped at fourteen and raped at gunpoint. The guy got six months. When the same thing happened with two ""friends"" at nineteen, I didn't even report it.",kidnapped fourteen raped gunpoint guy got six month thing happened two friend nineteen didnt even report,joy
"At a friend's house, we had some drinks and watched some television. He got up and went to bed. I felt sick. He came out to see if I was okay, and I said no. I said I wanted to go home, and he told me to come lay down. As I laid down on the bed, he started touching me. A friend called me, then I able to leave.",friend house drink watched television got went bed felt sick came see okay said said wanted go home told come lay laid bed started touching friend called able leave,sadness
"My boyfriend and I have a terrible sex life after three years of dating, and I don't know what to do. I have this lingering fear of pain during sex after having two partners previously who weren't careful. How can I stop projecting this onto my current boyfriend?",boyfriend terrible sex life three year dating dont know lingering fear pain sex two partner previously werent careful stop projecting onto current boyfriend,sadness
"I have attention-deficit/hyperactivity disorder, posttraumatic stress disorder, anxiety, anger, and memory problems. I can't work. I have no income. I'm on medicine, but I feel worthless. I want to be normal.",attentiondeficithyperactivity disorder posttraumatic stress disorder anxiety anger memory problem cant work income im medicine feel worthless want normal,sadness
"My dad beat and mentally abused me so badly that I can't function properly. Letting go of the past is important to moving on and getting better, but I’m terrified to get better because I don't even know who I am without the trauma. I've never gotten to be myself. I don't even know who I am.",dad beat mentally abused badly cant function properly letting go past important moving getting better im terrified get better dont even know without trauma ive never gotten dont even know,sadness
I am a survivor of multiple sexual abuse/rape experiences. Triggers are having an effect on my daily life and my sexual relationship with my partner. I'm trying to learn to cope with them.,survivor multiple sexual abuserape experience trigger effect daily life sexual relationship partner im trying learn cope,sadness
,nan,optimism
I always feel like I'm doing something wrong. Everything I do is crappy. I want to cry all the time. I can't eat or sleep.,always feel like im something wrong everything crappy want cry time cant eat sleep,sadness
"I’m trying to make marriage work after a split. Before our split, he lied a lot and broke every promise to me. I don't think he cheated. Last month, I asked what women work with him, so he told me. Yesterday, I found out about a girl that he said he forgot about. Should I be upset?",im trying make marriage work split split lied lot broke every promise dont think cheated last month asked woman work told yesterday found girl said forgot upset,sadness
"I have been married for 11 years. Within the past 2 years we have drifted far apart. We coexist together but there is very little personal interest in each other. I often feel that my husband has ""friends"" at work that he is more emotional invested in than me. I feel very alone and just uncared for.  Is there anything I can do to feel reconnected?",married year within past year drifted far apart coexist together little personal interest often feel husband friend work emotional invested feel alone uncared anything feel reconnected,sadness
"I have been married for 11 years. Within the past 2 years we have drifted far apart. We coexist together but there is very little personal interest in each other. I often feel that my husband has ""friends"" at work that he is more emotional invested in than me. I feel very alone and just uncared for.  Is there anything I can do to feel reconnected?",married year within past year drifted far apart coexist together little personal interest often feel husband friend work emotional invested feel alone uncared anything feel reconnected,sadness
"I just took a job that requires me to travel far away from home. My family and I really need this job.

People keep telling me I have ""anxiety"" and I'm terrified of having an anxiety attack on the road. This is all new to me. What can I do?",took job requires travel far away home family really need job people keep telling anxiety im terrified anxiety attack road new,sadness
I am a survivor of multiple sexual abuse/rape experiences. Triggers are having an effect on my daily life and my sexual relationship with my partner. I'm trying to learn to cope with them.,survivor multiple sexual abuserape experience trigger effect daily life sexual relationship partner im trying learn cope,sadness
"After he got home from the hospital he was angry, then for a time wonderful.  Now he is depressed and hopeless again.",got home hospital angry time wonderful depressed hopeless,sadness
I have three children. The oldest is nine and not my biological child. The middle child is three and the youngest is one. I have a great relationship with the oldest two children but I haven't developed the same level of attatchment to the youngest child. I rarely want her around and look forward to her nap times. Is this normal?,three child oldest nine biological child middle child three youngest one great relationship oldest two child havent developed level attatchment youngest child rarely want around look forward nap time normal,sadness
"She refuses to talk to me and told my mom (her grand mother) that she is remembering things from the past. I don't know what to do. My daughter blames me and swears she hates me.

My parents say I should just let my daughter live with her dad, but I don't see how I could fix things if I only see her every other weekend. What should I do?",refuse talk told mom grand mother remembering thing past dont know daughter blame swears hate parent say let daughter live dad dont see could fix thing see every weekend,sadness
"Over a year ago I had a female friend. She turned out to be kind of crazy so I decided to stop talking to her.  When she would call me I wouldn't answer the phone. This made my girlfriend really suspicious. She would ask me why I wouldn't ever answer that phone number. I told my girlfriend that I don't want to be friends with that other woman, but I don't think she believes me. How can I get my girlfriend to understand?",year ago female friend turned kind crazy decided stop talking would call wouldnt answer phone made girlfriend really suspicious would ask wouldnt ever answer phone number told girlfriend dont want friend woman dont think belief get girlfriend understand,joy
"I have been married for 11 years. Within the past 2 years we have drifted far apart. We coexist together but there is very little personal interest in each other. I often feel that my husband has ""friends"" at work that he is more emotional invested in than me. I feel very alone and just uncared for.  Is there anything I can do to feel reconnected?",married year within past year drifted far apart coexist together little personal interest often feel husband friend work emotional invested feel alone uncared anything feel reconnected,sadness
"My husband and I are separated and he doesn't even want to talk to me. 

He says he doesn't love me anymore, but I would do anything to get him back. Is there any hope?",husband separated doesnt even want talk say doesnt love anymore would anything get back hope,sadness
"My husband and I have been married for seven years, and in that time, we have only had sex four or five times. Others have told me that most men would have left me by now. Honestly, I think I have a low sex drive or neither one of us actually knows what we are doing. I want to be better connected with my husband.",husband married seven year time sex four five time others told men would left honestly think low sex drive neither one u actually know want better connected husband,sadness
"I had a dispute with my therapist regarding an appointment cancellation. Now, she is blocking me from seeing other psychologists at the same clinic (which takes my insurance), which is also where I get my psychiatric services. There is a strict 48 hour cancellation policy, and my appointments are at 3:00 on Tuesday. I called to cancel at 4:30 the previous Friday. I was late, so we contacted my doctor to tell her that I would be out of town. She said I could do a phone in session. The thing is we do double sessions.",dispute therapist regarding appointment cancellation blocking seeing psychologist clinic take insurance also get psychiatric service strict hour cancellation policy appointment tuesday called cancel previous friday late contacted doctor tell would town said could phone session thing double session,joy
,nan,optimism
"I am a really shy person. I'm currently in a graduate program which requires lots of presentations, but they always make me feel stressed out and less confident. How can I get more confident?",really shy person im currently graduate program requires lot presentation always make feel stressed less confident get confident,sadness
"I am a really shy person. I'm currently in a graduate program which requires lots of presentations, but they always make me feel stressed out and less confident. How can I get more confident?",really shy person im currently graduate program requires lot presentation always make feel stressed less confident get confident,sadness
"I was raped a couple months ago, Since then, along with other unfortunately events that have occurred, I have been having trouble feeling emotions. It's almost as if I'm a sociopath lacking any feeling. What can I do to change this?",raped couple month ago since along unfortunately event occurred trouble feeling emotion almost im sociopath lacking feeling change,sadness
"I just don't know what I want in life anymore. I'm can't figure out what it is that is keeping me distracted and unfocused. I can't put things into perspective at all. I'm just stuck, and I'm disappointed with my lack of accomplishments.",dont know want life anymore im cant figure keeping distracted unfocused cant put thing perspective im stuck im disappointed lack accomplishment,sadness
I hate everything I see in the mirror. I don't like being in pictures and always scribble out my face.  It's stressing me out. I don't trust my parents enough to tell them and I don't know what to do.,hate everything see mirror dont like picture always scribble face stressing dont trust parent enough tell dont know,sadness
"For the past year, I have been feeling pressured to do well in school, and it put a ton of stress on me. I have been bullied for five years, and for some reason, it is now sinking in, and I can't stop it. For some other reason, I can't find a hobby I can see myself doing without thinking bad about myself.",past year feeling pressured well school put ton stress bullied five year reason sinking cant stop reason cant find hobby see without thinking bad,sadness
"I feel like I'm ugly, stupid, useless, and that I can't make anyone happy.",feel like im ugly stupid useless cant make anyone happy,sadness
I always need alcohol to feel better and use that as a excuse.,always need alcohol feel better use excuse,sadness
,nan,optimism
"I was raped a couple months ago, Since then, along with other unfortunately events that have occurred, I have been having trouble feeling emotions. It's almost as if I'm a sociopath lacking any feeling. What can I do to change this?",raped couple month ago since along unfortunately event occurred trouble feeling emotion almost im sociopath lacking feeling change,sadness
Why am I so afraid of it? I don't understand.,afraid dont understand,sadness
"I was raped a couple months ago, Since then, along with other unfortunately events that have occurred, I have been having trouble feeling emotions. It's almost as if I'm a sociopath lacking any feeling. What can I do to change this?",raped couple month ago since along unfortunately event occurred trouble feeling emotion almost im sociopath lacking feeling change,sadness
I'm having relationship problems and I want to fix them to make things right before I lose her. How can I learn how to listen and get myself together?,im relationship problem want fix make thing right lose learn listen get together,sadness
I'm having relationship problems and I want to fix them to make things right before I lose her. How can I learn how to listen and get myself together?,im relationship problem want fix make thing right lose learn listen get together,sadness
I'm having relationship problems and I want to fix them to make things right before I lose her. How can I learn how to listen and get myself together?,im relationship problem want fix make thing right lose learn listen get together,sadness
I'm having relationship problems and I want to fix them to make things right before I lose her. How can I learn how to listen and get myself together?,im relationship problem want fix make thing right lose learn listen get together,sadness
I'm having relationship problems and I want to fix them to make things right before I lose her. How can I learn how to listen and get myself together?,im relationship problem want fix make thing right lose learn listen get together,sadness
I'm having relationship problems and I want to fix them to make things right before I lose her. How can I learn how to listen and get myself together?,im relationship problem want fix make thing right lose learn listen get together,sadness
"I am a really shy person. I'm currently in a graduate program which requires lots of presentations, but they always make me feel stressed out and less confident. How can I get more confident?",really shy person im currently graduate program requires lot presentation always make feel stressed less confident get confident,sadness
"I was raped a couple months ago, Since then, along with other unfortunately events that have occurred, I have been having trouble feeling emotions. It's almost as if I'm a sociopath lacking any feeling. What can I do to change this?",raped couple month ago since along unfortunately event occurred trouble feeling emotion almost im sociopath lacking feeling change,sadness
"My boyfriend shows affection, but I just push him away.  Every time my boyfriend tries to kiss, hug, or touch me I almost always push him away. I'm on birth control and it has killed my sex drive. 

 I love him so much.  Why do I do this?",boyfriend show affection push away every time boyfriend try kiss hug touch almost always push away im birth control killed sex drive love much,sadness
I just feel sad all the time and I don't like anyone in my family. I feel like they're trying to control me and won't let me grow.,feel sad time dont like anyone family feel like theyre trying control wont let grow,sadness
"I am a really shy person. I'm currently in a graduate program which requires lots of presentations, but they always make me feel stressed out and less confident. How can I get more confident?",really shy person im currently graduate program requires lot presentation always make feel stressed less confident get confident,sadness
"My wife is always accusing me of cheating and telling me that I'm doing things she finds disrespectful even when I don't mean it like that. For example, she gets offended when I call someone at work ""sweetheart.""  I wish I had a penny for every time she accused me of cheating on her.  She doesn't, and never will say she was wrong. How do I get her to understand?",wife always accusing cheating telling im thing find disrespectful even dont mean like example get offended call someone work sweetheart wish penny every time accused cheating doesnt never say wrong get understand,joy
"My boyfriend shows affection, but I just push him away.  Every time my boyfriend tries to kiss, hug, or touch me I almost always push him away. I'm on birth control and it has killed my sex drive. 

 I love him so much.  Why do I do this?",boyfriend show affection push away every time boyfriend try kiss hug touch almost always push away im birth control killed sex drive love much,sadness
"My wife is always accusing me of cheating and telling me that I'm doing things she finds disrespectful even when I don't mean it like that. For example, she gets offended when I call someone at work ""sweetheart.""  I wish I had a penny for every time she accused me of cheating on her.  She doesn't, and never will say she was wrong. How do I get her to understand?",wife always accusing cheating telling im thing find disrespectful even dont mean like example get offended call someone work sweetheart wish penny every time accused cheating doesnt never say wrong get understand,joy
